Split,Week,Player,Position,Team,Opponent,Result,Points,Team_Points,Team_ELO,Opp_ELO,ELO_Diff,Probability,Region,GameTime
7,55,DHOKLA,Top,OPT,GGS,1,10.26,15,930.178,909.73,20.447509765625,0.5293924049532451,NA,2313
7,55,POWEROFEVIL,Mid,OPT,C9 ,0,10.27,6,930.178,1111.37,-181.19537353515625,0.2605629992689254,NA,2352
7,55,POWEROFEVIL,Mid,OPT,GGS,1,15.0,15,930.178,909.73,20.447509765625,0.5293924049532451,NA,2313
7,55,BLANC,Mid,ROC,G2 ,0,2.5,0,971.515,1195.26,-223.740234375,0.2161996034057302,EU,1414
7,55,BLANC,Mid,ROC,H2K,1,22.59,19,971.515,1109.89,-138.374267578125,0.3107647800039738,EU,1661
7,55,HEAQ,AD Carry,ROC,G2 ,0,3.89,0,971.515,1195.26,-223.740234375,0.2161996034057302,EU,1414
7,55,HEAQ,AD Carry,ROC,H2K,1,19.67,19,971.515,1109.89,-138.374267578125,0.3107647800039738,EU,1661
7,55,MEMENTO,Jungler,ROC,G2 ,0,2.77,0,971.515,1195.26,-223.740234375,0.2161996034057302,EU,1414
7,55,MEMENTO,Jungler,ROC,H2K,1,23.66,19,971.515,1109.89,-138.374267578125,0.3107647800039738,EU,1661
7,55,NORSKEREN,Support,ROC,G2 ,0,1.61,0,971.515,1195.26,-223.740234375,0.2161996034057302,EU,1414
7,55,NORSKEREN,Support,ROC,H2K,1,18.44,19,971.515,1109.89,-138.374267578125,0.3107647800039738,EU,1661
7,55,PROFIT,Top,ROC,G2 ,0,2.34,0,971.515,1195.26,-223.740234375,0.2161996034057302,EU,1414
7,55,PROFIT,Top,ROC,H2K,1,24.33,19,971.515,1109.89,-138.374267578125,0.3107647800039738,EU,1661
7,55,AMAZING,Jungler,S04,UOL,1,7.06,15,976.618,1047.54,-70.9169921875,0.3993363644944031,EU,2158
7,55,AMAZING,Jungler,S04,FNC,0,7.63,9,976.618,1233.39,-256.767333984375,0.18571887109205318,EU,1478
7,55,NUKEDUCK,Mid,S04,UOL,1,14.16,15,976.618,1047.54,-70.9169921875,0.3993363644944031,EU,2158
7,55,NUKEDUCK,Mid,S04,FNC,0,9.16,9,976.618,1233.39,-256.767333984375,0.18571887109205318,EU,1478
7,55,UPSET,AD Carry,S04,FNC,0,2.15,9,976.618,1233.39,-256.767333984375,0.18571887109205318,EU,1478
7,55,UPSET,AD Carry,S04,UOL,1,12.92,15,976.618,1047.54,-70.9169921875,0.3993363644944031,EU,2158
7,55,VANDER,Support,S04,FNC,0,4.98,9,976.618,1233.39,-256.767333984375,0.18571887109205318,EU,1478
7,55,VANDER,Support,S04,UOL,1,11.2,15,976.618,1047.54,-70.9169921875,0.3993363644944031,EU,2158
7,55,VIZICSACSI,Top,S04,UOL,1,11.77,15,976.618,1047.54,-70.9169921875,0.3993363644944031,EU,2158
7,55,VIZICSACSI,Top,S04,FNC,0,2.98,9,976.618,1233.39,-256.767333984375,0.18571887109205318,EU,1478
7,55,KASING,Support,SPY,VIT,0,1.08,1,1132.04,1025.12,106.916015625,0.6491848516087043,EU,1481
7,55,KASING,Support,SPY,G2 ,0,2.29,8,1132.04,1195.26,-63.2193603515625,0.41001100295509924,EU,2014
7,55,KOBBE,AD Carry,SPY,VIT,0,1.18,1,1132.04,1025.12,106.916015625,0.6491848516087043,EU,1481
7,55,KOBBE,AD Carry,SPY,G2 ,0,7.51,8,1132.04,1195.26,-63.2193603515625,0.41001100295509924,EU,2014
7,55,NISQY,Mid,SPY,VIT,0,4.98,1,1132.04,1025.12,106.916015625,0.6491848516087043,EU,1481
7,55,NISQY,Mid,SPY,G2 ,0,7.72,8,1132.04,1195.26,-63.2193603515625,0.41001100295509924,EU,2014
7,55,ODOAMNE,Top,SPY,VIT,0,2.02,1,1132.04,1025.12,106.916015625,0.6491848516087043,EU,1481
7,55,ODOAMNE,Top,SPY,G2 ,0,9.63,8,1132.04,1195.26,-63.2193603515625,0.41001100295509924,EU,2014
7,55,XERXE,Jungler,SPY,VIT,0,2.12,1,1132.04,1025.12,106.916015625,0.6491848516087043,EU,1481
7,55,XERXE,Jungler,SPY,G2 ,0,5.38,8,1132.04,1195.26,-63.2193603515625,0.41001100295509924,EU,2014
7,55,DOUBLELIFT,AD Carry,TL ,100,1,31.14,18,1019.59,1098.24,-78.65557861328125,0.38870049712952454,NA,1800
7,55,DOUBLELIFT,AD Carry,TL ,GGS,0,2.69,3,1019.59,909.73,109.8568115234375,0.6530304287593144,NA,1315
7,55,IMPACT,Top,TL ,GGS,0,1.07,3,1019.59,909.73,109.8568115234375,0.6530304287593144,NA,1315
7,55,IMPACT,Top,TL ,100,1,21.92,18,1019.59,1098.24,-78.65557861328125,0.38870049712952454,NA,1800
7,55,OLLEH,Support,TL ,100,1,26.2,18,1019.59,1098.24,-78.65557861328125,0.38870049712952454,NA,1800
7,55,OLLEH,Support,TL ,GGS,0,1.18,3,1019.59,909.73,109.8568115234375,0.6530304287593144,NA,1315
7,55,POBELTER,Mid,TL ,GGS,0,3.63,3,1019.59,909.73,109.8568115234375,0.6530304287593144,NA,1315
7,55,POBELTER,Mid,TL ,100,1,24.93,18,1019.59,1098.24,-78.65557861328125,0.38870049712952454,NA,1800
7,55,XMITHIE,Jungler,TL ,100,1,19.39,18,1019.59,1098.24,-78.65557861328125,0.38870049712952454,NA,1800
7,55,XMITHIE,Jungler,TL ,GGS,0,1.41,3,1019.59,909.73,109.8568115234375,0.6530304287593144,NA,1315
7,55,BJERGSEN,Mid,TSM,CLG,1,21.11,19,1194.53,1027.81,166.7205810546875,0.7230659034693993,NA,2552
7,55,BJERGSEN,Mid,TSM,FLY,1,23.54,20,1194.53,937.62,256.91351318359375,0.8144083493256475,NA,1496
7,55,GRIG,Jungler,TSM,FLY,1,20.45,20,1194.53,937.62,256.91351318359375,0.8144083493256475,NA,1496
7,55,GRIG,Jungler,TSM,CLG,1,18.1,19,1194.53,1027.81,166.7205810546875,0.7230659034693993,NA,2552
7,55,HAUNTZER,Top,TSM,CLG,1,20.52,19,1194.53,1027.81,166.7205810546875,0.7230659034693993,NA,2552
7,55,HAUNTZER,Top,TSM,FLY,1,28.74,20,1194.53,937.62,256.91351318359375,0.8144083493256475,NA,1496
7,55,MITHY,Support,TSM,FLY,1,5.04,20,1194.53,937.62,256.91351318359375,0.8144083493256475,NA,1496
7,55,MITHY,Support,TSM,CLG,1,12.02,19,1194.53,1027.81,166.7205810546875,0.7230659034693993,NA,2552
7,55,ZVEN,AD Carry,TSM,CLG,1,27.59,19,1194.53,1027.81,166.7205810546875,0.7230659034693993,NA,2552
7,55,ZVEN,AD Carry,TSM,FLY,1,20.35,20,1194.53,937.62,256.91351318359375,0.8144083493256475,NA,1496
7,55,EXILEH,Mid,UOL,S04,0,10.57,9,1047.54,976.618,70.9169921875,0.600663635505597,EU,2158
7,55,EXILEH,Mid,UOL,MSF,0,9.89,1,1047.54,1018.41,29.1282958984375,0.5418210493187484,EU,1380
7,55,KOLD,Jungler,UOL,S04,0,11.71,9,1047.54,976.618,70.9169921875,0.600663635505597,EU,2158
7,55,KOLD,Jungler,UOL,MSF,0,9.17,1,1047.54,1018.41,29.1282958984375,0.5418210493187484,EU,1380
7,55,SAMUX,AD Carry,UOL,S04,0,6.55,9,1047.54,976.618,70.9169921875,0.600663635505597,EU,2158
7,55,SAMUX,AD Carry,UOL,MSF,0,5.14,1,1047.54,1018.41,29.1282958984375,0.5418210493187484,EU,1380
7,55,TOTORO,Support,UOL,MSF,0,-0.11,1,1047.54,1018.41,29.1282958984375,0.5418210493187484,EU,1380
7,55,TOTORO,Support,UOL,S04,0,2.29,9,1047.54,976.618,70.9169921875,0.600663635505597,EU,2158
7,55,WHITEKNIGHT,Top,UOL,MSF,0,7.04,1,1047.54,1018.41,29.1282958984375,0.5418210493187484,EU,1380
7,55,WHITEKNIGHT,Top,UOL,S04,0,5.7,9,1047.54,976.618,70.9169921875,0.600663635505597,EU,2158
7,55,ATTILA,AD Carry,VIT,GIA,1,26.07,20,1025.12,934.39,90.72998046875,0.6276816284937964,EU,1679
7,55,ATTILA,AD Carry,VIT,SPY,1,12.47,20,1025.12,1132.04,-106.916015625,0.35081514839129574,EU,1481
7,55,CABOCHARD,Top,VIT,GIA,1,19.92,20,1025.12,934.39,90.72998046875,0.6276816284937964,EU,1679
7,55,CABOCHARD,Top,VIT,SPY,1,17.42,20,1025.12,1132.04,-106.916015625,0.35081514839129574,EU,1481
7,55,GILIUS,Jungler,VIT,SPY,1,10.41,20,1025.12,1132.04,-106.916015625,0.35081514839129574,EU,1481
7,55,GILIUS,Jungler,VIT,GIA,1,19.44,20,1025.12,934.39,90.72998046875,0.6276816284937964,EU,1679
7,55,JACTROLL,Support,VIT,GIA,1,17.61,20,1025.12,934.39,90.72998046875,0.6276816284937964,EU,1679
7,55,JACTROLL,Support,VIT,SPY,1,8.71,20,1025.12,1132.04,-106.916015625,0.35081514839129574,EU,1481
7,55,JIIZUKE,Mid,VIT,GIA,1,19.31,20,1025.12,934.39,90.72998046875,0.6276816284937964,EU,1679
7,55,JIIZUKE,Mid,VIT,SPY,1,10.62,20,1025.12,1132.04,-106.916015625,0.35081514839129574,EU,1481
7,56,APHROMOO,Support,100,FLY,1,24.98,20,1059.48,918.555,140.92620849609375,0.692372925369384,NA,1729
7,56,APHROMOO,Support,100,C9 ,1,11.73,18,1059.48,1101.61,-42.1304931640625,0.43966478617568605,NA,2112
7,56,CODY SUN,AD Carry,100,C9 ,1,22.24,18,1059.48,1101.61,-42.1304931640625,0.43966478617568605,NA,2112
7,56,CODY SUN,AD Carry,100,FLY,1,25.97,20,1059.48,918.555,140.92620849609375,0.692372925369384,NA,1729
7,56,METEOS,Jungler,100,C9 ,1,16.54,18,1059.48,1101.61,-42.1304931640625,0.43966478617568605,NA,2112
7,56,METEOS,Jungler,100,FLY,1,21.66,20,1059.48,918.555,140.92620849609375,0.692372925369384,NA,1729
7,56,RYU,Mid,100,C9 ,1,20.12,18,1059.48,1101.61,-42.1304931640625,0.43966478617568605,NA,2112
7,56,RYU,Mid,100,FLY,1,28.23,20,1059.48,918.555,140.92620849609375,0.692372925369384,NA,1729
7,56,SSUMDAY,Top,100,FLY,1,34.19,20,1059.48,918.555,140.92620849609375,0.692372925369384,NA,1729
7,56,SSUMDAY,Top,100,C9 ,1,11.76,18,1059.48,1101.61,-42.1304931640625,0.43966478617568605,NA,2112
7,56,GOLDENGLUE,Mid,C9 ,100,0,9.92,7,1101.61,1059.48,42.1304931640625,0.560335213824314,NA,2112
7,56,GOLDENGLUE,Mid,C9 ,GGS,0,12.87,19,1101.61,915.568,186.04412841796875,0.7447786955331862,NA,2955
7,56,KEITH,AD Carry,C9 ,100,0,8.08,7,1101.61,1059.48,42.1304931640625,0.560335213824314,NA,2112
7,56,KEITH,AD Carry,C9 ,GGS,0,8.08,19,1101.61,915.568,186.04412841796875,0.7447786955331862,NA,2955
7,56,LICORICE,Top,C9 ,100,0,13.28,7,1101.61,1059.48,42.1304931640625,0.560335213824314,NA,2112
7,56,LICORICE,Top,C9 ,GGS,0,10.91,19,1101.61,915.568,186.04412841796875,0.7447786955331862,NA,2955
7,56,SVENSKEREN,Jungler,C9 ,100,0,12.08,7,1101.61,1059.48,42.1304931640625,0.560335213824314,NA,2112
7,56,SVENSKEREN,Jungler,C9 ,GGS,0,7.84,19,1101.61,915.568,186.04412841796875,0.7447786955331862,NA,2955
7,56,ZEYZAL,Support,C9 ,GGS,0,4.89,19,1101.61,915.568,186.04412841796875,0.7447786955331862,NA,2955
7,56,ZEYZAL,Support,C9 ,100,0,10.29,7,1101.61,1059.48,42.1304931640625,0.560335213824314,NA,2112
